id,12m_call_history,acq_method,ann_prm_amt,bi_limit_group,channel,digital_contact_ind,geo_group,has_prior_carrier,home_lot_sq_footage,household_group,household_policy_counts,newest_veh_age,pay_type_code,pol_edeliv_ind,prdct_sbtyp_grp,product_sbtyp,telematics_ind,tenure_at_snapshot,trm_len_mo,call_counts
38417,0,method4,1304.18,NonAuto,Retail,0,suburban,1,10723,3other,3,-20,type2,0,A,type2,-2,180,12,0
38418,3,method1,105.71,NonAuto,Retail,1,suburban,1,108720,3other,3,-20,type1,1,B,type1,-2,0,12,3
38419,7,method3,492.8,NonAuto,Retail,0,suburban,1,19607,1dwelling,1,-20,type1,0,C,type1,-2,156,12,69
38420,5,method4,1401.31,SPGrp1Miss,Retail,1,suburban,1,54003,2autodwelling,2,84,type1,1,A,type1,0,25,6,63
38421,1,method1,126.55,NonAuto,Others,0,suburban,1,10803,1dwelling,1,-20,type2,0,B,type2,-2,93,12,0
38422,3,method1,283.52,CSLGrp1,Retail,0,urban,1,3352,3autodwellingumb,3,66,type3,0,C,type3,-1,310,6,0
38423,7,method4,1910.45,NonAuto,Retail,1,suburban,0,115917,3other,4,-20,type3,1,A,type3,-2,62,12,51
38424,2,missing,2297.19,NonAuto,Others,1,suburban,0,46134,3other,6,-20,type1,1,A,type1,-2,9,12,39
38425,1,method4,1084.22,NonAuto,Others,1,suburban,1,7383,1dwelling,1,-20,type1,1,B,type1,-2,147,6,0
38426,21,method2,1512.15,NonAuto,Others,0,suburban,1,147012,1dwelling,1,-20,type1,1,A,type1,-2,13,12,92
38427,3,method1,730.83,CSLGrp2,Retail,1,suburban,1,136327,2autodwelling,2,22,type1,1,C,type1,-1,205,6,60
38428,0,method4,575.81,NonAuto,Others,0,suburban,1,146310,1dwelling,1,-20,type1,0,C,type1,-2,141,12,0
38429,0,method4,803.52,CSLGrp1,Retail,0,suburban,0,3654,3autodwellingumb,3,8,type1,0,C,type1,0,152,6,0
38430,0,method4,765.23,NonAuto,Others,0,rural,0,108789,1dwelling,1,-20,type2,0,B,type2,-2,44,12,139
38431,3,method1,585.9,NonAuto,Retail,1,rural,1,123429,1dwelling,1,-20,type1,1,C,type1,-2,20,12,0
38432,0,missing,894.12,NonAuto,Others,0,urban,0,145472,1dwelling,1,-20,type1,0,B,type1,-2,82,12,41
38433,3,method1,305.76,NonAuto,Retail,0,urban,1,68984,1dwelling,1,-20,type1,0,B,type1,-2,95,12,73
38434,3,method3,3243.91,CSLGrp1,Retail,1,rural,0,87432,2autodwelling,2,50,type1,1,B,type1,0,257,6,91
38435,0,method1,1235.97,SPGrp4,Retail,0,urban,0,103141,2autodwelling,2,8,type1,1,C,type1,1,10,6,0
38436,2,method1,804.98,NonAuto,Retail,0,urban,0,100166,1dwelling,1,-20,type1,0,A,type1,-2,230,6,73
38437,1,method2,4217.58,NonAuto,Retail,0,rural,1,146360,1dwelling,1,-20,type1,0,C,type1,-2,137,12,90
38438,3,method1,1241.35,NonAuto,Retail,0,urban,0,105742,1dwelling,1,-20,type1,0,A,type1,-2,39,12,1
38439,5,method3,239.04,SPGrp1Miss,Retail,0,rural,1,5474,3autodwellingumb,3,61,type2,0,B,type2,1,276,6,5
38440,5,method2,625.37,NonAuto,Retail,0,urban,0,80689,1dwelling,1,-20,type1,0,C,type1,-2,242,12,0
38441,3,method3,596.26,NonAuto,Others,1,urban,1,94332,1dwelling,1,-20,type1,0,A,type1,-2,267,12,0
38442,1,missing,780.62,SPGrp1Miss,Retail,1,urban,1,50896,3autodwellingumb,3,72,type1,1,A,type1,0,171,6,0
38443,0,method2,1555.39,NonAuto,Others,0,suburban,1,51828,1dwelling,1,-20,type1,0,C,type1,-2,39,12,0
38444,5,method1,1115.99,NonAuto,Retail,0,suburban,0,104238,3other,4,-20,type2,0,B,type2,-2,128,12,17
38445,2,method1,641.91,NonAuto,Retail,1,suburban,0,66871,3other,4,-20,type2,1,C,type2,-2,221,12,6
38446,1,method3,302.35,NonAuto,Retail,0,rural,0,38842,3other,4,-20,type2,-2,A,type2,-2,230,12,0
38447,6,missing,3102.06,SPGrp2,Retail,0,suburban,0,21197,2autodwelling,2,17,type2,0,A,type2,1,192,6,18
38448,1,method3,1017.49,SPGrp4,Retail,1,rural,0,91343,2autodwelling,2,92,type1,0,A,type1,0,272,6,0
38449,2,method2,347.97,CSLGrp3,Retail,0,rural,1,149920,2autodwelling,2,64,type2,0,A,type2,1,162,6,0
38450,3,method4,436.46,NonAuto,Retail,1,urban,1,49757,1dwelling,1,-20,type1,1,B,type1,-2,3,12,56
38451,1,missing,1041.32,CSLGrp3,Retail,0,suburban,1,130735,2autodwelling,2,64,type3,0,B,type3,-1,126,6,0
38452,2,method1,625,NonAuto,Others,0,rural,0,118010,1dwelling,1,-20,type2,0,C,type2,-2,105,12,0
38453,4,missing,498.54,SPGrp3,Retail,0,rural,1,103954,2autodwelling,2,66,type1,0,B,type1,-1,175,6,39
38454,6,method1,1124.49,SPGrp4,Retail,0,rural,0,137175,2autodwelling,2,73,type3,0,A,type3,1,239,6,6
38455,5,method3,519.31,SPGrp1Miss,Retail,0,suburban,1,94943,2autodwelling,2,8,type1,0,A,type1,0,215,6,128
38456,3,method3,645.09,NonAuto,Others,0,rural,0,134527,1dwelling,1,-20,type1,1,C,type1,-2,19,12,100
38457,11,method3,1284.07,SPGrp3,Retail,0,suburban,0,62458,2autodwelling,2,5,type2,0,B,type2,1,343,6,89
38458,0,method1,57.84,NonAuto,Retail,0,urban,0,86474,1dwelling,1,-20,type2,0,B,type2,-2,229,12,32
38459,0,method1,423.87,NonAuto,Others,0,urban,1,36343,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
38460,0,method4,512.78,SPGrp1Miss,Retail,0,urban,1,86517,2autodwelling,2,47,type3,0,C,type3,1,40,6,0
38461,5,missing,436.78,NonAuto,Retail,0,suburban,1,111552,1dwelling,1,-20,type3,0,C,type3,-2,28,12,51
38462,8,method4,1463.85,NonAuto,Others,1,urban,0,74315,1dwelling,1,-20,type1,1,C,type1,-2,45,12,130
38463,1,method4,576.51,NonAuto,Retail,0,suburban,1,118701,3other,3,-20,type2,0,A,type2,-2,153,12,0
38464,5,method2,1234.92,SPGrp2,Retail,0,rural,1,99426,2autodwelling,3,14,type1,0,A,type1,0,76,6,71
38465,1,method4,761.61,NonAuto,Others,0,urban,1,28590,1dwelling,1,-20,type2,0,A,type2,-2,134,12,0
38466,3,method3,157.42,NonAuto,Retail,0,rural,0,53996,3other,3,-20,type2,-2,C,type2,-2,17,12,97
38467,0,method1,1603.85,NonAuto,Others,0,rural,0,18016,1dwelling,1,-20,type1,1,C,type1,-2,3,12,0
38468,1,missing,681.39,SPGrp3,Retail,0,rural,1,96145,2autodwelling,2,6,type1,0,A,type1,-1,64,6,83
38469,7,method1,695.5,NonAuto,Retail,0,rural,0,133712,1dwelling,1,-20,type1,0,B,type1,-2,56,12,0
38470,2,method4,268.23,NonAuto,Others,0,suburban,1,127743,1dwelling,1,-20,type1,1,B,type1,-2,0,12,165
38471,0,method4,250.56,NonAuto,Retail,0,urban,0,42631,1dwelling,1,-20,type1,0,C,type1,-2,126,12,4
38472,0,method3,674.71,NonAuto,Others,0,rural,0,102267,1dwelling,1,-20,type1,1,A,type1,-2,0,12,3
38473,1,method2,1202.5,NonAuto,Others,1,urban,1,96530,1dwelling,1,-20,type1,1,B,type1,-2,143,12,25
38474,3,method4,544.19,NonAuto,Others,0,suburban,0,23805,1dwelling,1,-20,type2,0,B,type2,-2,77,12,35
38475,1,method2,932.6,NonAuto,Retail,1,urban,1,67618,1dwelling,1,-20,type1,1,A,type1,-2,216,12,0
38476,2,method1,396.68,NonAuto,Others,0,suburban,0,3714,1dwelling,1,-20,type2,0,C,type2,-2,79,12,0
38477,3,method1,628.43,NonAuto,Retail,0,urban,0,132386,3other,4,-20,type1,1,A,type1,-2,11,12,0
38478,0,method3,778.08,NonAuto,Others,1,rural,0,78263,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
38479,2,method3,1541.14,NonAuto,Others,0,urban,0,51346,1dwelling,1,-20,type1,0,C,type1,-2,100,12,6
38480,6,method1,742.28,NonAuto,Retail,0,rural,0,64132,1dwelling,1,-20,type1,0,A,type1,-2,73,12,30
38481,5,method1,682.55,NonAuto,Others,0,rural,1,70266,1dwelling,1,-20,type1,0,A,type1,-2,78,12,28
38482,1,method2,121.13,NonAuto,Others,0,urban,1,61557,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
38483,0,method2,1580.27,NonAuto,Others,0,rural,1,122013,1dwelling,1,-20,type1,1,A,type1,-2,0,12,0
38484,3,method2,866.28,NonAuto,Retail,0,rural,1,89348,1dwelling,1,-20,type1,1,A,type1,-2,2,12,0
38485,1,method3,223.83,SPGrp2,Retail,1,urban,1,81359,2autodwelling,2,48,type1,1,C,type1,1,54,6,51
38486,2,method2,770.13,NonAuto,Others,1,suburban,0,89976,1dwelling,1,-20,type1,0,A,type1,-2,75,12,0
38487,17,method2,1245.37,NonAuto,Others,0,urban,0,134925,1dwelling,1,-20,type1,0,C,type1,-2,210,12,43
38488,1,missing,1809.05,SPGrp1Miss,Retail,0,suburban,1,74492,2autodwelling,2,14,type1,0,A,type1,1,250,6,8
38489,0,method3,1588.53,NonAuto,Retail,0,suburban,0,110428,3other,4,-20,type2,1,A,type2,-2,146,12,0
38490,6,method4,3631.41,NonAuto,Retail,0,suburban,0,49193,3other,4,-20,type3,1,A,type3,-2,166,12,175
38491,0,missing,251.56,NonAuto,Others,1,urban,0,87612,1dwelling,1,-20,type1,0,C,type1,-2,182,12,0
38492,2,method3,203.16,NonAuto,Retail,0,suburban,1,100610,1dwelling,1,-20,type1,1,A,type1,-2,2,12,40
38493,2,method1,1365.36,SPGrp1Miss,Retail,0,urban,0,83072,2autodwelling,2,8,type1,0,B,type1,1,82,6,64
38494,3,method4,201.41,NonAuto,Others,1,suburban,0,1595,1dwelling,1,-20,type3,1,A,type3,-2,1,12,116
38495,3,method3,121.59,SPGrp4,Retail,0,suburban,1,27590,2autodwelling,2,35,type2,0,A,type2,1,212,6,11
38496,3,method4,456.63,SPGrp1Miss,Retail,0,suburban,1,58640,2autodwelling,2,58,type1,1,A,type1,1,81,6,69
38497,1,method4,3336.83,NonAuto,Others,0,suburban,1,64150,1dwelling,1,-20,type1,0,B,type1,-2,111,12,0
38498,8,method3,1044.29,NonAuto,Others,1,suburban,1,37622,1dwelling,1,-20,type1,1,A,type1,-2,37,12,65
38499,4,method1,850.31,NonAuto,Others,0,urban,1,46053,1dwelling,1,-20,type1,0,A,type1,-2,111,12,76
38500,0,method1,454.56,NonAuto,Others,0,suburban,1,90213,1dwelling,1,-20,type3,1,A,type3,-2,1,12,0
38501,3,method3,634.16,NonAuto,Others,0,suburban,1,29006,1dwelling,1,-20,type1,1,C,type1,-2,2,12,0
38502,3,method2,1031.14,NonAuto,Retail,0,urban,0,60197,1dwelling,1,-20,type1,0,A,type1,-2,196,12,66
38503,5,missing,181.35,NonAuto,Retail,1,urban,1,32382,3other,4,-20,type2,1,A,type2,-2,70,12,53
38504,0,missing,3852.98,NonAuto,Retail,0,rural,1,33400,1dwelling,1,-20,type3,0,B,type3,-2,119,12,87
38505,0,method2,3992.97,NonAuto,Others,1,urban,1,14454,1dwelling,1,-20,type2,1,B,type2,-2,7,12,58
38506,2,method4,1308,NonAuto,Retail,0,urban,0,145016,1dwelling,1,-20,type1,0,A,type1,-2,40,12,68
38507,5,method2,982.05,SPGrp2,Retail,1,suburban,1,35284,2autodwelling,2,88,type2,0,A,type2,0,337,6,37
38508,0,method3,244.9,CSLGrp2,Retail,0,suburban,0,135345,2autodwelling,2,20,type1,1,A,type1,1,1,6,0
38509,7,method4,1271.54,NonAuto,Others,0,suburban,0,37937,1dwelling,1,-20,type2,0,A,type2,-2,210,12,162
38510,0,method2,1462.72,NonAuto,Others,1,rural,1,52157,3other,5,-20,type2,1,A,type2,-2,234,12,0
38511,1,missing,1058.73,NonAuto,Others,1,suburban,1,76073,1dwelling,1,-20,type1,1,A,type1,-2,87,12,75
38512,2,method4,299.42,NonAuto,Others,0,rural,1,131829,1dwelling,1,-20,type1,0,A,type1,-2,287,12,0
38513,2,method2,483.12,NonAuto,Others,1,suburban,1,105993,1dwelling,1,-20,type1,1,A,type1,-2,1,12,8
38514,0,method4,4222.12,SPGrp2,Retail,0,urban,0,3903,2autodwelling,2,77,type3,0,C,type3,0,150,6,0
38515,0,method3,1112.66,NonAuto,Others,1,suburban,1,65608,1dwelling,1,-20,type1,1,C,type1,-2,6,12,0
38516,4,method1,987.9,SPGrp3,Retail,0,urban,0,69419,2autodwelling,2,43,type1,0,C,type1,1,161,6,0
38517,3,method4,19649.98,CSLGrp1,Retail,0,suburban,1,128498,2autodwelling,2,5,type1,0,B,type1,0,176,6,0
38518,0,missing,745.93,NonAuto,Retail,0,urban,0,106115,1dwelling,2,-20,type2,1,B,type2,-2,329,12,29
38519,4,missing,973.86,NonAuto,Others,0,rural,0,86117,1dwelling,1,-20,type1,0,C,type1,-2,129,12,0
38520,0,method3,159.12,NonAuto,Retail,0,urban,1,90289,1dwelling,1,-20,type1,1,C,type1,-2,8,12,0
38521,0,method2,556.78,NonAuto,Retail,0,suburban,1,26770,1dwelling,1,-20,type3,1,A,type3,-2,3,12,3
38522,0,method2,599.08,NonAuto,Retail,1,rural,1,44368,3other,5,-20,type3,1,A,type3,-2,10,12,0
38523,13,missing,1720.72,NonAuto,Retail,1,rural,0,144948,1dwelling,1,-20,type2,0,A,type2,-2,434,12,63
38524,3,method4,250.32,NonAuto,Others,1,rural,0,59142,1dwelling,1,-20,type1,1,C,type1,-2,127,12,0
38525,2,method2,2336.22,SPGrp4,Retail,1,urban,1,20119,2autodwelling,1,36,type1,0,B,type1,-1,244,6,0
38526,0,method4,1149.01,NonAuto,Others,0,rural,0,34738,3other,2,-20,type1,0,B,type1,-2,133,12,48
38527,0,missing,1635.56,NonAuto,Retail,0,suburban,1,102669,1dwelling,1,-20,type3,1,B,type3,-2,3,12,0
38528,17,method2,329.11,NonAuto,Retail,0,rural,0,63543,1dwelling,1,-20,type3,1,C,type3,-2,1,12,126
38529,0,missing,1010.51,NonAuto,Retail,1,rural,0,129648,1dwelling,1,-20,type1,0,C,type1,-2,195,6,0
38530,3,method1,629.77,NonAuto,Retail,0,rural,0,84227,1dwelling,1,-20,type2,0,A,type2,-2,210,12,0
38531,0,method4,2256.12,NonAuto,Retail,0,suburban,1,11905,1dwelling,1,-20,type1,0,B,type1,-2,107,12,24
38532,3,method4,1571.99,NonAuto,Others,1,suburban,1,114648,1dwelling,1,-20,type1,1,C,type1,-2,15,12,75
38533,11,method4,392.69,NonAuto,Others,1,urban,1,109172,1dwelling,1,-20,type3,1,A,type3,-2,36,12,0
38534,0,method3,827.25,NonAuto,Others,1,suburban,0,43573,1dwelling,1,-20,type3,1,A,type3,-2,1,12,0
38535,1,method1,199.06,NonAuto,Others,0,suburban,0,52153,1dwelling,1,-20,type3,0,A,type3,-2,124,12,0
38536,2,method1,1049.62,NonAuto,Retail,0,urban,1,139985,1dwelling,1,-20,type1,0,A,type1,-2,94,12,30
38537,0,method4,64.98,NonAuto,Others,1,urban,1,20333,1dwelling,1,-20,type2,1,B,type2,-2,51,12,19
38538,0,method1,407.45,SPGrp1Miss,Retail,0,urban,1,101282,2autodwelling,3,81,type1,1,A,type1,-1,0,6,0
38539,1,method1,810.01,NonAuto,Others,1,rural,1,64370,1dwelling,1,-20,type1,1,B,type1,-2,24,12,0
38540,0,method4,276.98,NonAuto,Others,0,rural,1,90355,1dwelling,1,-20,type1,1,B,type1,-2,5,12,0
38541,2,method3,91.5,SPGrp1Miss,Retail,0,urban,1,123392,2autodwelling,2,64,type1,0,C,type1,-1,74,6,72
38542,1,method3,815.73,NonAuto,Others,1,urban,1,87282,1dwelling,1,-20,type1,1,A,type1,-2,2,12,0
38543,16,method3,468.91,NonAuto,Others,1,rural,1,130824,1dwelling,1,-20,type1,1,B,type1,-2,28,12,82
38544,1,method4,1191.46,CSLGrp1,Retail,1,urban,1,84483,2autodwelling,2,89,type1,1,B,type1,0,12,6,153
38545,2,method4,4237.05,CSLGrp2,Retail,1,urban,1,129060,2autodwelling,3,92,type1,1,C,type1,1,201,6,0
38546,1,missing,154.66,NonAuto,Retail,0,rural,0,116416,3other,4,-20,type3,1,A,type3,-2,4,12,0
38547,5,missing,366.96,NonAuto,Retail,1,suburban,0,20473,3other,4,-20,type3,1,B,type3,-2,1,12,0
38548,0,method2,2234.37,SPGrp4,Retail,1,rural,1,62073,2autodwelling,2,39,type3,1,A,type3,-1,57,6,131
38549,2,method3,20046.24,SPGrp4,Retail,0,urban,0,11765,2autodwelling,2,49,type1,0,A,type1,0,112,6,0
38550,0,method3,1109.08,NonAuto,Others,1,urban,0,128467,1dwelling,1,-20,type1,1,A,type1,-2,1,12,0
38551,8,missing,699.87,SPGrp1Miss,Retail,1,urban,1,87045,2autodwelling,2,23,type3,1,A,type3,1,10,6,0
38552,4,method1,283.13,CSLGrp3,Retail,1,suburban,1,47869,2autodwelling,2,64,type1,1,A,type1,-1,33,6,70
38553,0,method3,1689.42,NonAuto,Retail,1,urban,1,37308,1dwelling,1,-20,type1,1,B,type1,-2,53,12,25
38554,3,missing,919.27,NonAuto,Retail,0,rural,0,23775,3other,4,-20,type2,0,C,type2,-2,260,12,128
38555,1,method3,591.56,NonAuto,Others,0,rural,0,43322,1dwelling,1,-20,type1,0,B,type1,-2,161,12,0
38556,11,method3,889.2,CSLGrp2,Retail,0,suburban,1,115608,3autodwellingumb,3,37,type1,0,A,type1,-1,154,6,34
38557,1,missing,926.8,NonAuto,Others,0,rural,1,116958,1dwelling,1,-20,type1,1,A,type1,-2,1,12,0
38558,1,method2,93.72,NonAuto,Others,1,rural,0,109896,1dwelling,1,-20,type1,1,A,type1,-2,22,12,0
38559,1,method1,292.1,CSLGrp2,Retail,0,urban,1,87876,2autodwelling,2,55,type1,0,A,type1,0,76,6,86
38560,3,method1,1993.8,NonAuto,Retail,1,rural,0,68361,3other,3,-20,type3,1,C,type3,-2,5,12,0
38561,3,method4,3188.73,CSLGrp1,Retail,0,suburban,1,28073,2autodwelling,1,96,type1,0,B,type1,0,233,6,23
38562,0,method2,254.24,NonAuto,Retail,0,urban,1,36659,1dwelling,1,-20,type1,0,C,type1,-2,21,12,0
38563,2,method2,725.49,NonAuto,Retail,0,urban,0,10549,1dwelling,1,-20,type1,1,B,type1,-2,4,12,92
38564,1,method3,1078.35,NonAuto,Others,0,suburban,0,42853,1dwelling,1,-20,type1,0,B,type1,-2,80,12,32
38565,4,method1,1519.4,NonAuto,Retail,0,urban,1,6483,3other,2,-20,type2,0,A,type2,-2,271,12,26
38566,10,method1,309.89,CSLGrp1,Retail,0,urban,1,146032,2autodwelling,2,73,type1,0,B,type1,0,10,6,147
38567,1,method1,1988.16,CSLGrp3,Retail,0,rural,1,17033,2autodwelling,2,63,type1,0,C,type1,1,88,6,78
38568,3,method3,815.83,NonAuto,Retail,0,urban,1,88901,3other,4,-20,type3,0,A,type3,-2,73,12,10
38569,3,missing,153.03,NonAuto,Retail,0,urban,1,50212,1dwelling,1,-20,type2,0,A,type2,-2,245,12,0
38570,0,method1,4979.79,NonAuto,Others,1,rural,1,118310,1dwelling,1,-20,type3,1,B,type3,-2,21,12,0
38571,8,method4,194.77,CSLGrp1,Retail,0,suburban,1,87357,3autodwellingumb,4,89,type3,-1,C,type3,0,197,6,0
38572,1,method3,903.52,CSLGrp3,Retail,0,rural,1,127589,2autodwelling,2,8,type3,0,A,type3,1,179,6,124
38573,2,method4,943.96,NonAuto,Others,1,urban,0,149268,1dwelling,1,-20,type1,1,C,type1,-2,122,12,0
38574,4,method1,1228.83,SPGrp3,Retail,0,rural,0,140979,2autodwelling,2,8,type2,0,C,type2,0,62,6,39
38575,4,method3,168.71,NonAuto,Others,0,rural,1,11482,1dwelling,1,-20,type1,0,A,type1,-2,39,12,93
38576,0,method2,2397.45,NonAuto,Others,1,rural,1,116929,1dwelling,1,-20,type2,1,A,type2,-2,7,12,0
38577,6,method1,957.47,SPGrp4,Retail,0,urban,0,145907,2autodwelling,1,25,type1,0,A,type1,0,60,6,80
38578,2,missing,641.88,NonAuto,Retail,1,urban,0,133823,3other,4,-20,type1,1,C,type1,-2,1,12,0
38579,3,method1,59.77,NonAuto,Others,1,rural,0,25965,1dwelling,1,-20,type1,1,A,type1,-2,23,12,16
38580,2,method1,443.15,NonAuto,Others,0,suburban,0,81036,1dwelling,1,-20,type1,1,C,type1,-2,135,12,0
38581,0,method3,159.54,SPGrp1Miss,Retail,1,suburban,0,46592,2autodwelling,2,89,type1,1,C,type1,1,47,6,48
38582,1,method1,3504.68,NonAuto,Retail,1,urban,0,139864,3other,4,-20,type2,1,C,type2,-2,35,12,34
38583,0,method4,1807.9,NonAuto,Others,1,urban,1,108244,1dwelling,1,-20,type1,1,A,type1,-2,19,12,0
38584,2,missing,456.1,NonAuto,Retail,1,urban,0,4643,1dwelling,1,-20,type2,0,C,type2,-2,304,12,0
38585,0,method2,828.72,NonAuto,Retail,1,rural,1,126529,3other,3,-20,type1,0,C,type1,-2,143,12,0
38586,4,method4,3223.25,NonAuto,Others,1,urban,0,14665,1dwelling,1,-20,type1,1,C,type1,-2,1,12,0
38587,4,method4,5824.47,CSLGrp1,Retail,1,rural,0,77137,2autodwelling,1,21,type1,1,B,type1,1,16,6,147
38588,3,missing,295.48,NonAuto,Retail,0,suburban,1,47032,1dwelling,1,-20,type1,0,B,type1,-2,163,12,0
38589,0,method2,3159.24,NonAuto,Retail,0,urban,1,19368,3other,4,-20,type3,0,C,type3,-2,105,12,0
38590,2,method2,1363.47,NonAuto,Others,0,rural,1,125624,1dwelling,1,-20,type1,0,C,type1,-2,9,12,0
38591,1,method4,428.75,NonAuto,Retail,0,suburban,0,55914,1dwelling,1,-20,type1,0,B,type1,-2,93,12,0
38592,1,method3,602.72,SPGrp4,Retail,1,urban,0,11169,2autodwelling,2,81,type1,1,C,type1,1,53,6,67
38593,1,method4,1145.53,NonAuto,Retail,0,urban,1,102485,1dwelling,1,-20,type1,1,C,type1,-2,2,12,0
38594,4,method1,443.18,NonAuto,Others,1,suburban,1,102393,1dwelling,1,-20,type1,1,A,type1,-2,93,12,99
38595,7,method4,289.85,NonAuto,Others,1,urban,1,131616,1dwelling,1,-20,type1,0,B,type1,-2,63,12,13
38596,3,method4,1470.46,NonAuto,Retail,0,suburban,0,51816,3other,3,-20,type2,0,B,type2,-2,221,12,4
38597,11,missing,4012.32,NonAuto,Retail,0,rural,0,14759,3other,3,-20,type2,0,B,type2,-2,166,12,130
38598,2,missing,1748.7,NonAuto,Others,0,rural,0,59564,1dwelling,1,-20,type1,1,A,type1,-2,1,12,80
38599,4,method4,1826.83,CSLGrp2,Retail,1,rural,1,78496,2autodwelling,2,8,type2,0,C,type2,-1,263,6,6
38600,5,method4,3898.19,NonAuto,Others,0,rural,1,74705,1dwelling,1,-20,type1,1,A,type1,-2,0,12,179
38601,0,method1,478.23,SPGrp4,Retail,0,suburban,0,14687,2autodwelling,2,23,type1,0,B,type1,1,240,6,0
38602,0,method2,142.28,NonAuto,Others,1,urban,0,98193,1dwelling,1,-20,type1,0,B,type1,-2,118,12,0
38603,1,method4,446.28,NonAuto,Others,0,urban,0,129054,1dwelling,1,-20,type1,0,C,type1,-2,10,12,54
38604,2,method3,665.55,NonAuto,Others,1,suburban,0,113311,1dwelling,1,-20,type1,1,C,type1,-2,1,12,11
38605,3,method2,954.61,NonAuto,Retail,0,urban,1,15060,3other,4,-20,type1,1,A,type1,-2,4,12,62
38606,4,missing,158.83,SPGrp4,Retail,0,urban,0,126288,2autodwelling,2,7,type2,0,C,type2,-1,277,6,0
38607,9,method1,2932.9,NonAuto,Others,0,suburban,1,56459,1dwelling,1,-20,type1,1,A,type1,-2,9,12,6
38608,6,method2,2149.23,NonAuto,Others,0,urban,1,69616,1dwelling,1,-20,type2,0,B,type2,-2,93,12,32
38609,0,method2,1459.26,NonAuto,Others,0,urban,1,97796,1dwelling,1,-20,type2,1,C,type2,-2,63,12,0
38610,8,method1,992.67,NonAuto,Retail,0,rural,0,13764,1dwelling,1,-20,type1,1,A,type1,-2,4,12,8
38611,0,method2,1208.78,SPGrp3,Retail,0,suburban,0,111619,2autodwelling,2,4,type3,0,C,type3,1,146,6,0
38612,7,method3,5754.21,SPGrp4,Retail,0,rural,1,122683,2autodwelling,2,54,type1,0,A,type1,-1,4,6,0
38613,6,method4,477.04,NonAuto,Others,0,suburban,0,131055,1dwelling,1,-20,type1,1,C,type1,-2,41,12,23
38614,3,method1,92.32,NonAuto,Retail,0,urban,1,31702,1dwelling,1,-20,type3,1,A,type3,-2,4,12,3
38615,3,method4,526.82,NonAuto,Retail,0,urban,1,107550,1dwelling,1,-20,type2,1,B,type2,-2,244,12,0
38616,1,method3,4949.13,CSLGrp3,Retail,1,urban,1,26167,2autodwelling,2,0,type3,1,B,type3,-1,22,6,70
38617,2,method1,146.84,NonAuto,Others,1,rural,1,111874,1dwelling,1,-20,type1,1,A,type1,-2,9,12,91
38618,4,missing,1653.07,SPGrp2,Retail,0,urban,1,67950,3autodwellingumb,5,84,type2,-2,C,type2,1,145,6,26
38619,5,method4,372.87,CSLGrp1,Retail,0,suburban,1,106442,2autodwelling,2,64,type2,0,C,type2,0,28,6,0
38620,2,missing,418.54,NonAuto,Retail,0,rural,1,63920,1dwelling,1,-20,type3,1,A,type3,-2,6,12,7
38621,1,missing,2058.24,NonAuto,Retail,0,urban,1,113360,3other,3,-20,type1,0,B,type1,-2,194,12,27
38622,6,method4,848.95,NonAuto,Others,0,rural,0,98411,1dwelling,1,-20,type1,0,C,type1,-2,158,12,22
38623,1,method2,288.58,NonAuto,Retail,0,suburban,1,27499,1dwelling,1,-20,type2,0,A,type2,-2,249,12,51
38624,2,missing,389.36,NonAuto,Retail,1,rural,1,121204,3other,4,-20,type1,1,B,type1,-2,3,12,0
38625,2,method1,3122.02,NonAuto,Others,1,urban,0,54197,3other,7,-20,type2,1,B,type2,-2,136,12,0
38626,4,missing,122.23,SPGrp4,Retail,0,suburban,0,62662,2autodwelling,2,8,type1,0,A,type1,-1,198,6,103
38627,2,method2,378.41,CSLGrp3,Retail,0,urban,0,46351,2autodwelling,2,89,type2,0,A,type2,-1,131,6,20
38628,1,missing,449.66,SPGrp3,Retail,1,urban,1,115507,2autodwelling,2,85,type3,0,C,type3,0,84,6,27
38629,2,method3,2744.68,SPGrp1Miss,Retail,0,suburban,0,143557,2autodwelling,2,75,type2,0,A,type2,1,273,6,0
38630,2,method4,669.3,NonAuto,Others,1,rural,1,78754,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
38631,0,method2,905.74,NonAuto,Retail,0,rural,1,5516,1dwelling,1,-20,type2,0,A,type2,-2,26,12,35
38632,12,method4,1714.97,NonAuto,Retail,0,rural,0,131016,1dwelling,2,-20,type1,0,C,type1,-2,105,12,84
38633,0,method2,566.95,SPGrp1Miss,Retail,1,rural,1,71684,2autodwelling,2,8,type2,0,A,type2,1,381,6,0
38634,0,method3,2259.05,NonAuto,Others,0,rural,0,44247,1dwelling,1,-20,type1,0,A,type1,-2,3,12,0
38635,5,method1,619.35,NonAuto,Others,0,urban,0,122875,1dwelling,1,-20,type2,1,C,type2,-2,169,12,0
38636,0,method4,3366.62,NonAuto,Retail,1,urban,0,391,1dwelling,1,-20,type1,1,C,type1,-2,1,12,0
38637,1,method3,695.56,NonAuto,Others,0,urban,0,108227,1dwelling,1,-20,type1,0,C,type1,-2,41,12,0
38638,5,method1,489.5,NonAuto,Others,0,urban,0,139551,1dwelling,1,-20,type1,1,B,type1,-2,0,12,23
